tempmax,tempmin,dew,preciptype,windspeed,winddir,pressure,cloudcover,visibility,uvindex,sunrise,sunset,moonphase,month,label
87.9,73.5,76.5,0.0,18.3,263.1,1005.5,87.9,5.6,5.666666666666667,20523.0,63977.0,0.27,9.0,partly-cloudy-day
84.8,75.3,75.7,0.0,13.9,258.8,1003.1,90.4,6.6,4.333333333333333,20520.0,63939.0,0.3,9.0,cloudy
84.5,77.1,76.2,0.0,16.1,251.4,1000.5,82.1,6.6,6.0,20518.0,63901.0,0.34,9.0,partly-cloudy-day
87.9,74.6,76.3,0.0,17.2,260.5,1002.7,90.0,5.7,6.666666666666667,20516.0,63864.0,0.37,9.0,partly-cloudy-day
89.7,75.3,76.3,0.0,12.8,234.3,1006.0,70.8,6.6,7.666666666666667,20514.0,63826.0,0.4,10.0,partly-cloudy-day
89.9,75.3,76.7,0.0,12.8,251.1,1008.0,56.7,6.6,5.0,20512.0,63789.0,0.43,10.0,partly-cloudy-day
85.7,75.3,78.2,0.0,12.8,240.8,1008.4,76.3,6.4,5.0,20511.0,63753.0,0.47,10.0,partly-cloudy-day
89.7,73.5,76.4,0.0,10.3,165.6,1009.0,74.2,5.5,6.333333333333333,20510.0,63716.0,0.5,10.0,partly-cloudy-day
91.5,77.1,77.3,0.0,12.8,138.1,1008.4,55.8,5.5,7.0,20509.0,63680.0,0.53,10.0,partly-cloudy-day
89.7,75.3,76.1,0.0,13.9,164.0,1008.0,66.7,6.0,4.0,20509.0,63645.0,0.57,10.0,partly-cloudy-day
89.3,75.3,76.0,0.0,13.9,226.2,1007.5,72.2,6.6,4.333333333333333,20509.0,63610.0,0.61,10.0,partly-cloudy-day
89.7,77.1,76.0,0.0,19.7,221.0,1007.3,65.7,6.6,5.666666666666667,20509.0,63575.0,0.64,10.0,partly-cloudy-day
88.1,75.3,75.8,0.0,11.4,209.9,1007.6,72.9,6.5,4.666666666666667,20510.0,63541.0,0.68,10.0,partly-cloudy-day
87.9,75.3,75.4,0.0,10.3,195.6,1008.8,83.3,6.6,6.666666666666667,20511.0,63507.0,0.71,10.0,partly-cloudy-day
84.3,73.5,75.2,0.0,12.8,146.5,1010.3,71.3,5.8,9.0,20512.0,63474.0,0.75,10.0,partly-cloudy-day
88.4,73.5,74.4,0.0,6.9,244.8,1010.2,49.2,6.3,5.0,20514.0,63441.0,0.78,10.0,partly-cloudy-day
90.2,73.5,74.6,0.0,8.1,280.8,1010.4,40.0,5.8,6.333333333333333,20517.0,63409.0,0.82,10.0,partly-cloudy-day
93.3,75.3,75.8,0.0,12.8,285.1,1010.1,46.7,6.5,5.666666666666667,20519.0,63378.0,0.86,10.0,partly-cloudy-day
91.5,73.5,75.0,0.0,18.3,89.7,1009.6,68.3,5.9,6.666666666666667,20523.0,63347.0,0.89,10.0,partly-cloudy-day
90.2,73.5,75.5,0.0,10.3,267.6,1008.9,75.2,5.8,4.333333333333333,20527.0,63317.0,0.93,10.0,partly-cloudy-day
84.5,75.3,77.1,0.0,10.3,296.3,1007.0,87.1,5.3,5.0,20531.0,63287.0,0.96,10.0,partly-cloudy-day
89.0,71.7,74.5,0.0,10.3,256.2,1007.9,80.0,6.3,5.666666666666667,20536.0,63258.0,0.0,10.0,partly-cloudy-day
89.7,73.5,76.3,0.0,10.3,278.2,1008.5,66.3,6.3,7.0,20541.0,63230.0,0.03,10.0,partly-cloudy-day
89.7,75.3,76.7,0.0,10.3,215.2,1008.8,64.2,6.1,6.666666666666667,20547.0,63202.0,0.06,10.0,partly-cloudy-day
92.0,77.1,78.2,0.0,9.2,211.6,1009.3,48.8,6.5,5.0,20553.0,63175.0,0.1,10.0,partly-cloudy-day
87.9,73.5,78.2,0.0,15.0,270.2,1009.5,57.9,5.9,7.666666666666667,20561.0,63149.0,0.13,10.0,partly-cloudy-day
87.0,73.5,78.0,0.0,12.8,258.4,1009.1,73.3,6.1,8.333333333333334,20568.0,63124.0,0.16,10.0,partly-cloudy-day
84.3,73.5,76.2,0.0,11.4,303.2,1008.4,80.0,6.0,6.0,20576.0,63100.0,0.19,10.0,partly-cloudy-day
83.0,75.3,76.3,0.0,11.4,132.4,1008.9,82.1,5.8,7.0,20585.0,63076.0,0.22,10.0,partly-cloudy-day
87.9,73.5,75.1,0.0,12.8,113.1,1009.6,71.3,6.5,7.0,20595.0,63053.0,0.25,10.0,partly-cloudy-day
90.2,73.5,75.3,0.0,13.9,190.2,1009.5,58.3,4.5,8.333333333333334,20605.0,63031.0,0.29,10.0,partly-cloudy-day
89.7,71.7,72.1,0.0,10.3,117.5,1009.9,57.4,6.3,6.666666666666667,20616.0,63010.0,0.32,10.0,partly-cloudy-day
91.5,71.7,72.8,0.0,10.3,130.7,1010.3,48.3,6.0,6.666666666666667,20627.0,62990.0,0.35,10.0,partly-cloudy-day
89.7,73.5,75.0,0.0,13.9,203.0,1009.7,55.4,6.1,6.0,20639.0,62971.0,0.38,10.0,partly-cloudy-day
88.1,73.5,74.6,0.0,9.2,163.0,1008.9,54.2,5.4,8.0,20652.0,62953.0,0.42,10.0,partly-cloudy-day
91.5,75.3,71.8,0.0,9.2,340.5,1009.0,53.3,6.2,5.0,20665.0,62935.0,0.45,11.0,partly-cloudy-day
89.0,73.5,72.2,0.0,12.8,334.1,1008.1,58.7,6.6,5.0,20679.0,62919.0,0.48,11.0,partly-cloudy-day
88.4,73.5,75.6,0.0,11.4,77.1,1009.7,67.5,6.4,7.333333333333333,20694.0,62904.0,0.5,11.0,partly-cloudy-day
90.8,71.7,72.5,0.0,10.3,29.3,1010.2,59.6,6.6,7.0,20709.0,62889.0,0.55,11.0,partly-cloudy-day
91.5,71.7,73.7,0.0,9.2,59.9,1008.9,46.7,6.6,7.333333333333333,20725.0,62876.0,0.59,11.0,partly-cloudy-day
88.1,73.5,74.5,0.0,15.0,59.2,1008.0,65.8,6.4,6.0,20742.0,62863.0,0.62,11.0,partly-cloudy-day
91.5,75.3,76.2,0.0,11.4,105.5,1007.9,71.3,6.0,6.333333333333333,20759.0,62852.0,0.66,11.0,partly-cloudy-day
91.5,75.3,75.8,0.0,8.1,94.5,1008.1,49.2,6.1,6.666666666666667,20778.0,62842.0,0.69,11.0,partly-cloudy-day
89.7,73.5,75.0,0.0,10.3,155.4,1006.6,44.8,6.5,7.0,20796.0,62832.0,0.75,11.0,partly-cloudy-day
90.8,75.3,74.9,0.0,11.4,126.0,1005.2,47.5,6.6,7.666666666666667,20816.0,62824.0,0.76,11.0,partly-cloudy-day
91.1,75.3,77.1,0.0,10.3,134.2,1006.1,47.1,6.5,7.333333333333333,20836.0,62817.0,0.8,11.0,partly-cloudy-day
92.0,77.1,76.8,0.0,10.3,131.1,1008.7,44.6,6.6,8.0,20856.0,62811.0,0.84,11.0,partly-cloudy-day
93.3,78.9,74.7,0.0,10.3,104.0,1009.0,41.7,6.5,7.0,20878.0,62806.0,0.87,11.0,partly-cloudy-day
93.3,73.5,74.0,0.0,10.3,86.2,1008.3,39.2,6.2,9.0,20900.0,62802.0,0.91,11.0,partly-cloudy-day
88.4,75.3,75.5,0.0,10.3,116.0,1008.1,64.2,6.6,7.333333333333333,20922.0,62799.0,0.94,11.0,partly-cloudy-day
90.8,71.7,75.0,0.0,9.2,163.0,1008.5,52.1,6.1,8.666666666666666,20946.0,62797.0,0.98,11.0,partly-cloudy-day
91.5,75.3,74.7,0.0,9.2,86.8,1009.4,49.1,5.6,6.666666666666667,20970.0,62796.0,0.0,11.0,partly-cloudy-day
89.7,75.3,70.8,0.0,8.1,9.1,1010.3,48.3,6.5,8.666666666666666,20994.0,62797.0,0.05,11.0,partly-cloudy-day
90.8,71.7,69.5,0.0,9.2,3.3,1011.5,48.8,6.6,8.0,21019.0,62798.0,0.08,11.0,partly-cloudy-day
90.8,71.7,70.0,0.0,12.8,9.4,1011.1,46.7,6.6,7.666666666666667,21045.0,62801.0,0.11,11.0,partly-cloudy-day
87.9,73.5,68.0,0.0,18.3,17.1,1010.9,67.8,6.6,8.0,21071.0,62805.0,0.14,11.0,partly-cloudy-day
83.0,71.7,67.8,0.0,9.2,355.4,1010.7,81.3,6.6,4.666666666666667,21097.0,62809.0,0.17,11.0,partly-cloudy-day
83.6,69.9,69.3,0.0,6.9,335.6,1010.4,89.2,6.3,6.0,21124.0,62815.0,0.21,11.0,partly-cloudy-day
84.3,71.7,71.1,0.0,11.4,315.8,1009.9,81.3,6.3,6.666666666666667,21152.0,62822.0,0.24,11.0,partly-cloudy-day
86.1,73.5,73.5,0.0,9.2,302.3,1009.5,78.8,5.3,8.0,21180.0,62830.0,0.25,11.0,partly-cloudy-day
88.4,73.5,76.0,0.0,5.8,188.3,1009.3,86.7,3.6,7.333333333333333,21209.0,62839.0,0.3,11.0,partly-cloudy-day
89.7,73.5,75.7,0.0,8.1,213.2,1010.2,79.1,5.2,8.0,21238.0,62849.0,0.34,11.0,partly-cloudy-day
95.3,73.5,75.5,0.0,6.9,221.4,1010.5,60.4,4.9,7.333333333333333,21267.0,62860.0,0.37,11.0,partly-cloudy-day
87.9,73.5,74.5,0.0,9.2,172.8,1010.8,69.6,5.0,8.333333333333334,21297.0,62872.0,0.4,11.0,partly-cloudy-day
90.8,73.5,73.7,0.0,10.3,13.4,1011.4,76.7,5.9,4.0,21327.0,62885.0,0.43,11.0,partly-cloudy-day
91.5,71.7,72.4,0.0,11.4,131.5,1011.3,55.0,5.6,8.333333333333334,21358.0,62900.0,0.46,12.0,partly-cloudy-day
89.7,73.5,73.4,0.0,10.3,65.2,1011.6,52.1,5.0,6.666666666666667,21388.0,62915.0,0.5,12.0,partly-cloudy-day
87.9,71.7,72.2,0.0,9.2,116.5,1011.5,57.9,6.5,8.0,21419.0,62931.0,0.53,12.0,partly-cloudy-day
87.9,68.1,70.6,0.0,8.1,267.7,1011.3,46.7,5.7,7.666666666666667,21450.0,62948.0,0.57,12.0,partly-cloudy-day
89.3,69.9,71.1,0.0,9.2,152.1,1011.1,48.3,4.3,8.333333333333334,21482.0,62966.0,0.6,12.0,partly-cloudy-day
87.9,69.9,71.6,0.0,11.4,146.0,1010.8,47.5,4.5,7.666666666666667,21513.0,62985.0,0.64,12.0,partly-cloudy-day
89.7,69.9,71.1,0.0,10.3,125.7,1011.4,41.3,5.9,5.333333333333333,21545.0,63004.0,0.67,12.0,partly-cloudy-day
87.9,71.7,70.5,0.0,11.4,121.0,1011.3,40.8,6.3,7.666666666666667,21577.0,63025.0,0.71,12.0,partly-cloudy-day
88.4,68.1,67.9,0.0,10.3,106.2,1011.0,40.8,6.3,7.0,21609.0,63046.0,0.75,12.0,partly-cloudy-day
87.9,69.9,69.2,0.0,9.2,131.8,1010.5,35.0,6.1,7.666666666666667,21641.0,63069.0,0.78,12.0,partly-cloudy-day
89.0,69.9,68.8,0.0,9.2,119.9,1010.7,42.5,6.0,8.333333333333334,21673.0,63092.0,0.81,12.0,partly-cloudy-day
91.5,71.7,71.1,0.0,11.4,106.7,1009.8,52.6,6.3,7.666666666666667,21705.0,63115.0,0.85,12.0,partly-cloudy-day
92.6,71.7,71.8,0.0,9.2,86.9,1010.1,40.0,6.3,7.666666666666667,21737.0,63140.0,0.88,12.0,partly-cloudy-day
91.5,73.5,74.0,0.0,9.2,193.9,1010.7,47.1,6.3,7.0,21769.0,63165.0,0.92,12.0,partly-cloudy-day
91.7,73.5,74.8,0.0,8.1,138.2,1011.2,55.0,6.1,7.0,21800.0,63191.0,0.95,12.0,partly-cloudy-day
86.1,73.5,75.4,0.0,8.1,154.6,1011.6,63.8,4.9,7.0,21832.0,63218.0,0.0,12.0,partly-cloudy-day
89.0,71.7,73.3,0.0,8.1,171.4,1011.9,46.5,4.9,7.333333333333333,21863.0,63245.0,0.02,12.0,partly-cloudy-day
91.5,71.7,71.0,0.0,10.3,122.4,1013.0,33.3,6.6,8.666666666666666,21895.0,63273.0,0.06,12.0,partly-cloudy-day
90.2,73.5,72.4,0.0,10.3,131.0,1014.0,47.5,6.5,8.333333333333334,21925.0,63301.0,0.09,12.0,partly-cloudy-day
84.8,71.7,71.2,0.0,8.1,159.4,1014.6,55.0,6.1,8.333333333333334,21956.0,63330.0,0.12,12.0,partly-cloudy-day
86.1,71.7,71.1,0.0,4.7,251.9,1013.6,49.6,5.2,7.333333333333333,21986.0,63359.0,0.15,12.0,partly-cloudy-day
87.9,69.9,70.5,0.0,11.4,190.4,1012.1,48.3,5.2,8.333333333333334,22016.0,63389.0,0.19,12.0,partly-cloudy-day
90.2,69.9,71.1,0.0,6.9,112.6,1011.4,40.8,5.0,8.333333333333334,22046.0,63420.0,0.22,12.0,partly-cloudy-day
89.0,71.7,72.3,0.0,9.2,141.1,1010.7,35.2,6.2,8.666666666666666,22075.0,63450.0,0.25,12.0,partly-cloudy-day
88.4,71.7,73.1,0.0,9.2,133.3,1010.0,40.9,6.6,8.666666666666666,22103.0,63481.0,0.25,12.0,partly-cloudy-day
89.9,73.5,73.3,0.0,11.4,132.5,1009.4,49.1,6.6,8.333333333333334,22131.0,63513.0,0.32,12.0,partly-cloudy-day
91.5,73.7,72.8,0.0,10.3,129.3,1009.4,45.8,6.6,9.0,22159.0,63544.0,0.35,12.0,partly-cloudy-day
90.8,73.5,71.2,0.0,11.4,126.3,1009.5,41.3,6.6,8.333333333333334,22186.0,63576.0,0.38,12.0,partly-cloudy-day
89.3,69.9,68.1,0.0,9.2,122.5,1009.5,37.1,6.9,9.0,22212.0,63608.0,0.42,12.0,partly-cloudy-day
91.5,71.7,70.3,0.0,13.9,119.9,1009.5,34.6,6.5,8.333333333333334,22238.0,63641.0,0.45,12.0,partly-cloudy-day
91.7,69.9,70.8,0.0,10.3,104.8,1009.2,35.0,6.6,8.0,22263.0,63673.0,0.48,12.0,partly-cloudy-day
91.5,71.7,69.6,0.0,12.5,109.5,1009.2,43.5,6.0,8.0,22288.0,63706.0,0.5,1.0,partly-cloudy-day
89.6,71.6,69.9,0.0,8.7,111.8,1009.8,51.1,6.1,8.0,22312.0,63739.0,0.55,1.0,partly-cloudy-day
90.0,75.2,71.5,0.0,10.3,132.2,1010.0,52.4,6.1,8.0,22335.0,63771.0,0.58,1.0,partly-cloudy-day
89.6,73.4,68.1,0.0,10.3,106.9,1009.6,56.6,6.4,8.0,22357.0,63804.0,0.62,1.0,partly-cloudy-day
91.4,73.6,71.2,0.0,10.3,117.9,1009.3,40.8,6.5,8.0,22378.0,63837.0,0.65,1.0,partly-cloudy-day
91.4,73.4,70.4,0.0,12.5,125.4,1010.0,32.7,6.5,9.0,22399.0,63870.0,0.69,1.0,partly-cloudy-day
91.4,69.8,68.3,0.0,15.9,112.0,1011.4,38.2,6.4,6.0,22419.0,63902.0,0.75,1.0,partly-cloudy-day
90.0,71.6,70.4,0.0,11.4,117.9,1011.7,38.7,6.4,9.0,22438.0,63935.0,0.76,1.0,partly-cloudy-day
89.6,73.4,71.7,0.0,10.3,116.3,1011.1,51.2,6.2,7.0,22456.0,63967.0,0.79,1.0,partly-cloudy-day
91.4,71.6,70.3,0.0,11.4,121.7,1010.8,47.5,6.4,7.0,22473.0,63999.0,0.82,1.0,partly-cloudy-day
87.8,73.4,70.9,0.0,10.3,126.0,1011.7,37.7,6.4,8.0,22490.0,64031.0,0.86,1.0,partly-cloudy-day
89.6,73.4,71.2,0.0,13.4,114.5,1012.2,44.4,6.5,8.0,22505.0,64063.0,0.89,1.0,partly-cloudy-day
90.2,69.8,69.7,0.0,11.4,131.6,1013.9,51.2,6.2,8.0,22520.0,64095.0,0.93,1.0,partly-cloudy-day
85.5,69.8,64.8,0.0,10.3,25.4,1014.8,57.3,6.2,6.0,22557.0,64188.0,0.03,1.0,partly-cloudy-day
87.8,69.8,65.8,0.0,9.2,330.0,1013.9,57.3,6.4,6.0,22568.0,64218.0,0.06,1.0,partly-cloudy-day
89.6,69.8,69.1,1.0,9.2,280.2,1012.8,51.5,6.3,8.0,22577.0,64248.0,0.1,1.0,rain
88.0,73.4,73.0,0.0,12.8,130.5,1012.0,60.6,6.4,9.0,22600.0,64335.0,0.2,1.0,partly-cloudy-day
89.6,75.2,73.9,0.0,13.7,128.1,1012.6,35.8,6.4,7.0,22605.0,64363.0,0.23,1.0,partly-cloudy-day
89.7,73.4,71.7,0.0,14.5,111.1,1012.6,42.5,6.4,9.0,22610.0,64391.0,0.25,1.0,partly-cloudy-day
89.8,71.6,71.4,0.0,9.8,118.4,1012.4,48.4,6.4,9.0,22613.0,64418.0,0.3,1.0,partly-cloudy-day
91.6,71.6,72.2,0.0,9.0,121.8,1012.0,52.4,6.2,9.0,22615.0,64444.0,0.33,1.0,partly-cloudy-day
87.8,73.4,72.5,1.0,14.3,99.2,1012.2,64.3,6.3,9.0,22617.0,64470.0,0.36,1.0,rain
91.4,71.6,68.5,0.0,11.4,113.6,1012.6,46.6,6.4,9.0,22617.0,64496.0,0.4,1.0,partly-cloudy-day
89.6,69.8,68.3,0.0,12.8,115.3,1012.1,50.0,6.2,9.0,22616.0,64521.0,0.43,1.0,partly-cloudy-day
91.6,71.6,69.9,0.0,11.4,108.0,1012.3,43.0,6.5,9.0,22614.0,64545.0,0.46,1.0,partly-cloudy-day
89.0,73.4,69.9,0.0,11.4,123.6,1011.9,40.5,6.4,9.0,22611.0,64569.0,0.5,1.0,partly-cloudy-day
93.2,73.4,69.2,0.0,12.8,117.4,1012.4,38.2,6.4,9.0,22607.0,64592.0,0.53,1.0,partly-cloudy-day
91.4,71.6,70.7,0.0,13.2,123.0,1011.4,40.6,6.4,9.0,22602.0,64614.0,0.57,2.0,partly-cloudy-day
93.3,75.2,72.1,0.0,15.0,127.5,1010.7,33.8,6.4,9.0,22596.0,64636.0,0.6,2.0,partly-cloudy-day
88.4,75.2,72.6,0.0,16.1,134.9,1011.2,44.6,6.4,9.0,22589.0,64657.0,0.63,2.0,partly-cloudy-day
91.4,73.5,69.3,0.0,18.3,121.3,1011.3,38.5,6.4,9.0,22581.0,64678.0,0.67,2.0,partly-cloudy-day
93.3,69.8,70.1,0.0,13.9,128.2,1011.3,27.4,6.0,9.0,22571.0,64698.0,0.7,2.0,partly-cloudy-day
91.4,75.2,72.0,0.0,12.8,135.5,1012.5,32.2,6.4,9.0,22561.0,64717.0,0.75,2.0,partly-cloudy-day
93.8,73.5,71.2,0.0,13.9,124.4,1012.0,30.3,6.4,9.0,22550.0,64736.0,0.77,2.0,partly-cloudy-day
91.8,75.2,70.6,0.0,18.1,118.6,1011.5,35.7,6.4,9.0,22538.0,64754.0,0.8,2.0,partly-cloudy-day
91.7,73.4,69.6,0.0,16.1,128.5,1011.1,27.1,6.4,10.0,22525.0,64772.0,0.83,2.0,partly-cloudy-day
91.4,73.5,70.6,0.0,15.0,124.9,1011.3,30.9,6.4,10.0,22511.0,64789.0,0.87,2.0,partly-cloudy-day
93.2,69.9,70.4,0.0,13.2,137.1,1012.1,27.6,6.5,9.0,22496.0,64805.0,0.9,2.0,partly-cloudy-day
92.0,73.5,72.3,0.0,15.0,129.8,1012.1,33.7,6.4,9.0,22480.0,64820.0,0.94,2.0,partly-cloudy-day
93.6,75.2,70.6,0.0,13.9,119.2,1010.9,30.4,6.5,10.0,22463.0,64835.0,0.97,2.0,partly-cloudy-day
93.2,71.6,67.0,0.0,16.1,121.6,1010.3,28.6,6.4,10.0,22446.0,64850.0,0.0,2.0,partly-cloudy-day
95.0,75.2,68.7,0.0,13.9,128.5,1011.3,30.4,6.5,10.0,22427.0,64863.0,0.04,2.0,partly-cloudy-day
95.0,71.6,68.1,0.0,16.6,118.4,1011.6,29.3,6.2,10.0,22408.0,64876.0,0.07,2.0,partly-cloudy-day
93.2,69.9,69.4,0.0,15.2,111.2,1011.7,31.6,6.4,10.0,22387.0,64889.0,0.11,2.0,partly-cloudy-day
93.5,71.7,69.9,0.0,13.2,126.2,1012.0,27.9,6.5,10.0,22366.0,64901.0,0.14,2.0,partly-cloudy-day
92.3,73.4,71.3,0.0,16.6,129.3,1012.1,38.6,6.4,10.0,22344.0,64912.0,0.17,2.0,partly-cloudy-day
93.8,75.3,69.4,0.0,15.7,118.6,1012.3,46.2,6.5,9.0,22322.0,64923.0,0.21,2.0,partly-cloudy-day
89.8,75.2,71.2,0.0,13.9,129.9,1011.8,37.1,6.5,9.0,22298.0,64933.0,0.24,2.0,partly-cloudy-day
91.4,77.0,72.9,0.0,11.4,137.5,1011.9,39.2,6.4,9.0,22274.0,64943.0,0.25,2.0,partly-cloudy-day
91.4,77.0,72.4,0.0,15.0,131.3,1010.6,45.0,6.4,9.0,22249.0,64952.0,0.31,2.0,partly-cloudy-day
91.4,73.4,71.9,0.0,11.4,149.1,1010.1,39.7,6.5,10.0,22223.0,64960.0,0.35,2.0,partly-cloudy-day
92.4,73.4,72.2,0.0,12.8,149.8,1010.3,32.2,6.1,10.0,22197.0,64968.0,0.38,2.0,partly-cloudy-day
92.9,75.2,72.2,0.0,13.9,147.6,1009.6,33.4,6.5,10.0,22170.0,64976.0,0.41,2.0,partly-cloudy-day
93.2,77.0,73.8,0.0,11.4,143.0,1009.5,34.8,6.4,10.0,22143.0,64983.0,0.45,2.0,partly-cloudy-day
92.7,77.8,73.9,0.0,12.2,137.9,1010.7,38.5,6.4,10.0,22114.0,64989.0,0.5,2.0,partly-cloudy-day
92.9,75.2,73.0,0.0,12.8,139.1,1011.6,37.5,6.4,10.0,22085.0,64995.0,0.52,3.0,partly-cloudy-day
93.2,75.2,73.2,0.0,10.3,140.4,1010.6,34.8,6.4,9.0,22056.0,65001.0,0.55,3.0,partly-cloudy-day
89.8,78.8,74.5,0.0,15.9,151.1,1009.9,54.7,6.4,9.0,22026.0,65006.0,0.58,3.0,partly-cloudy-day
90.2,75.2,73.1,0.0,12.8,151.8,1009.9,53.0,6.4,9.0,21996.0,65011.0,0.62,3.0,partly-cloudy-day
91.4,78.8,73.3,0.0,12.8,142.9,1010.3,59.1,6.5,9.0,21965.0,65015.0,0.65,3.0,partly-cloudy-day
91.8,77.0,72.6,0.0,12.8,145.8,1010.8,36.8,6.4,10.0,21933.0,65019.0,0.68,3.0,partly-cloudy-day
91.4,77.0,73.9,0.0,10.3,148.9,1011.1,51.7,6.1,10.0,21901.0,65023.0,0.75,3.0,partly-cloudy-day
91.6,78.8,73.7,0.0,12.2,144.9,1011.1,34.7,6.5,9.0,21869.0,65026.0,0.75,3.0,partly-cloudy-day
93.2,78.8,73.3,0.0,12.8,127.6,1012.8,54.9,6.6,9.0,21836.0,65029.0,0.78,3.0,partly-cloudy-day
93.2,73.4,70.1,0.0,12.8,99.7,1012.7,37.2,6.4,10.0,21803.0,65032.0,0.81,3.0,partly-cloudy-day
93.3,71.6,66.5,0.0,13.6,101.2,1014.4,42.6,6.6,10.0,21770.0,65034.0,0.85,3.0,partly-cloudy-day
96.9,75.2,68.5,0.0,13.9,116.7,1013.9,36.0,6.4,10.0,21736.0,65036.0,0.88,3.0,partly-cloudy-day
93.3,76.0,71.7,0.0,15.0,135.6,1012.2,31.9,6.5,10.0,21702.0,65038.0,0.91,3.0,partly-cloudy-day
93.2,77.0,72.4,0.0,12.8,132.5,1010.6,33.9,6.4,10.0,21667.0,65039.0,0.95,3.0,partly-cloudy-day
93.2,75.3,72.0,0.0,15.0,132.8,1010.2,33.5,6.5,10.0,21632.0,65040.0,0.98,3.0,partly-cloudy-day
97.4,77.4,66.9,0.0,19.9,118.4,1010.7,26.4,6.4,10.0,21597.0,65042.0,0.0,3.0,partly-cloudy-day
96.2,73.4,66.5,0.0,10.3,89.6,1012.3,33.1,6.4,10.0,21562.0,65042.0,0.05,3.0,partly-cloudy-day
97.0,71.6,65.8,0.0,12.8,101.2,1012.4,36.4,6.3,10.0,21527.0,65043.0,0.08,3.0,partly-cloudy-day
96.8,69.9,66.5,0.0,12.2,119.1,1010.7,30.0,6.4,10.0,21491.0,65044.0,0.12,3.0,partly-cloudy-day
95.0,77.1,70.1,0.0,14.5,132.0,1009.6,27.9,6.4,10.0,21456.0,65044.0,0.15,3.0,partly-cloudy-day
94.8,78.8,72.9,0.0,13.9,136.1,1008.9,29.5,6.4,10.0,21420.0,65044.0,0.19,3.0,partly-cloudy-day
94.2,78.8,71.3,0.0,13.9,135.3,1008.2,32.5,6.4,10.0,21384.0,65044.0,0.22,3.0,partly-cloudy-day
94.7,78.8,73.8,0.0,13.9,141.1,1007.4,42.8,6.5,10.0,21348.0,65044.0,0.25,3.0,partly-cloudy-day
94.5,78.8,75.3,0.0,12.8,132.4,1007.7,43.0,6.4,9.0,21312.0,65044.0,0.29,3.0,partly-cloudy-day
95.1,78.8,75.4,1.0,17.2,135.1,1008.0,45.8,6.5,8.0,21275.0,65044.0,0.33,3.0,rain
94.7,75.4,71.6,1.0,16.1,132.4,1009.6,57.3,6.3,8.0,21239.0,65044.0,0.36,3.0,rain
95.0,75.2,73.8,1.0,17.2,91.9,1010.8,66.8,5.4,10.0,21203.0,65044.0,0.4,3.0,rain
96.8,73.5,72.4,0.0,12.8,110.3,1010.2,54.8,5.7,10.0,21167.0,65044.0,0.43,3.0,partly-cloudy-day
93.8,78.9,70.4,0.0,15.7,111.8,1010.6,67.4,6.5,10.0,21131.0,65044.0,0.47,3.0,partly-cloudy-day
93.6,78.8,71.2,0.0,11.4,122.4,1010.8,40.3,6.4,9.0,21095.0,65044.0,0.5,3.0,partly-cloudy-day
91.5,78.8,72.5,0.0,12.8,140.3,1010.9,55.5,6.5,9.0,21059.0,65044.0,0.54,3.0,partly-cloudy-day
94.2,78.4,74.5,0.0,13.9,135.7,1010.1,34.7,6.5,8.0,21023.0,65044.0,0.57,4.0,partly-cloudy-day
93.5,78.8,75.0,0.0,15.0,136.4,1009.7,44.4,6.5,10.0,20988.0,65044.0,0.6,4.0,partly-cloudy-day
95.0,78.8,73.4,0.0,13.9,139.3,1010.2,46.1,6.4,10.0,20952.0,65044.0,0.63,4.0,partly-cloudy-day
96.8,78.8,73.0,0.0,15.0,138.6,1010.4,43.4,6.4,8.0,20917.0,65044.0,0.67,4.0,partly-cloudy-day
96.1,80.2,74.9,0.0,13.9,141.9,1009.2,44.8,6.4,9.0,20882.0,65044.0,0.7,4.0,partly-cloudy-day
93.5,78.8,75.7,0.0,11.4,141.4,1009.7,55.7,6.4,10.0,20847.0,65045.0,0.75,4.0,partly-cloudy-day
95.0,80.6,74.0,0.0,11.4,139.7,1010.7,43.4,6.5,9.0,20813.0,65046.0,0.76,4.0,partly-cloudy-day
95.1,78.8,73.8,0.0,12.8,146.1,1011.1,38.3,6.4,10.0,20778.0,65047.0,0.8,4.0,partly-cloudy-day
95.2,78.8,72.6,0.0,12.8,137.9,1009.7,27.3,6.4,10.0,20744.0,65048.0,0.83,4.0,partly-cloudy-day
96.8,80.6,72.8,0.0,13.4,144.7,1008.0,33.8,6.4,9.0,20711.0,65049.0,0.86,4.0,partly-cloudy-day
93.5,78.8,73.6,0.0,13.9,149.6,1007.9,33.0,6.4,10.0,20677.0,65050.0,0.89,4.0,partly-cloudy-day
91.4,80.6,74.5,0.0,11.4,158.6,1007.8,46.6,6.4,10.0,20644.0,65052.0,0.93,4.0,partly-cloudy-day
92.7,80.4,74.7,0.0,12.8,142.6,1008.7,38.6,6.4,10.0,20612.0,65054.0,0.96,4.0,partly-cloudy-day
97.1,78.8,74.5,0.0,16.6,135.3,1009.2,34.0,6.4,10.0,20579.0,65056.0,0.0,4.0,partly-cloudy-day
94.1,78.8,73.1,0.0,15.0,127.1,1009.4,32.9,6.4,10.0,20547.0,65058.0,0.02,4.0,partly-cloudy-day
94.2,80.6,74.5,1.0,16.3,120.8,1010.1,41.9,6.4,8.0,20516.0,65061.0,0.06,4.0,rain
96.8,77.1,73.6,0.0,13.2,113.4,1010.1,44.2,6.4,9.0,20455.0,65067.0,0.13,4.0,partly-cloudy-day
